set,cost,key,traits,health,attackDamage,damagePerSecond,attackRange,attackSpeed,armor,magicalResistance,skill.startingMana,skill.skillMana,skill.stats
8,"[4, 11, 35]",Sett,"['MechaPRIME', 'Defender']","[1000, 1800, 3240]","[90, 135, 203]","[59, 88, 132]",1,0.65,60,60,80,180,"[325, 425, 1500]"
8,"[2, 5, 17]",Sivir,"['Civilian', 'Sureshot']","[600, 1080, 1944.0000000000002]","[65, 98, 146]","[49, 74, 110]",4,0.75,20,20,0,70,"[3, 3, 3]"
8,"[3, 8, 26]",Sona,"['Underground', 'Heart', 'Spellslinger']","[650, 1170, 2106]","[40, 60, 90]","[28, 42, 63]",4,0.7,25,25,0,40,"[1, 150, 225, 430]"
8,"[4, 11, 35]",Soraka,"['ADMIN', 'Heart']","[750, 1350, 2430]","[50, 75, 113]","[33, 49, 73]",4,0.65,30,30,0,40,"[235, 350, 750]"
8,"[1, 3, 9]",Sylas,"['AnimaSquad', 'Renegade']","[700, 1260, 2268]","[50, 75, 113]","[28, 41, 62]",1,0.55,45,45,30,80,"[10, 12, 18]"
8,"[5, 14, 44]",Syndra,"['StarGuardian', 'Heart']","[850, 1530, 2754]","[40, 60, 90]","[34, 51, 77]",4,0.85,40,40,70,125,"[200, 600, 4000]"
8,"[4, 11, 35]",Taliyah,"['StarGuardian', 'Spellslinger']","[700, 1260, 2268]","[45, 68, 101]","[34, 51, 76]",4,0.75,30,30,0,90,"[75, 115, 275]"
8,"[1, 3, 9]",Talon,"['OxForce', 'Renegade']","[600, 1080, 1944.0000000000002]","[50, 75, 113]","[35, 53, 79]",1,0.7,25,25,0,70,"[170, 250, 370]"
8,"[5, 14, 44]",Urgot,['Threat'],"[1000, 1800, 3240]","[65, 98, 146]","[65, 98, 146]",3,1.0,40,40,75,175,"[5, 8, 75]"
8,"[3, 8, 26]",Vayne,"['AnimaSquad', 'Duelist', 'Recon']","[600, 1080, 1944.0000000000002]","[60, 90, 135]","[45, 68, 101]",4,0.75,25,25,0,40,"[130, 130, 140]"
8,"[3, 8, 26]",Velkoz,['Threat'],"[750, 1350, 2430]","[50, 75, 113]","[33, 49, 73]",4,0.65,30,30,0,70,"[275, 415, 680]"
8,"[2, 5, 17]",Vi,"['Underground', 'Aegis', 'Brawler']","[700, 1260, 2268]","[50, 75, 113]","[30, 45, 68]",1,0.6,45,45,0,80,"[270, 330, 400]"
8,"[4, 11, 35]",Viego,"['OxForce', 'Renegade']","[950, 1710, 3078]","[60, 90, 135]","[45, 68, 101]",1,0.75,50,50,0,50,"[260, 390, 850]"
8,"[1, 3, 9]",MonkeyKing,"['MechaPRIME', 'Defender']","[650, 1170, 2106]","[60, 90, 135]","[36, 54, 81]",1,0.6,40,40,50,100,"[140, 210, 315]"
8,"[2, 5, 17]",Yasuo,"['LaserCorps', 'Duelist']","[750, 1350, 2430]","[45, 68, 101]","[34, 51, 76]",1,0.75,40,40,0,80,"[210, 315, 485]"
8,"[2, 5, 17]",Yuumi,"['StarGuardian', 'Mascot', 'Heart']","[550, 990, 1782.0000000000002]","[40, 60, 90]","[28, 42, 63]",4,0.7,20,20,0,50,"[230, 345, 535]"
8,"[4, 11, 35]",Zac,['Threat'],"[1050, 1890, 3402]","[60, 90, 135]","[45, 68, 101]",1,0.75,65,65,0,100,"[2, 2, 4]"
8,"[4, 11, 35]",Zed,"['LaserCorps', 'Duelist', 'Hacker']","[1000, 1800, 3240]","[85, 128, 191]","[72, 109, 162]",1,0.85,45,45,0,40,"[20, 30, 100]"
8,"[3, 8, 26]",Zoe,"['Gadgeteen', 'Prankster', 'Hacker']","[850, 1530, 2754]","[40, 60, 90]","[28, 42, 63]",4,0.7,20,20,0,30,"[390, 585, 975]"
9,"[0, -1, -1]",Dummy,[],"[800, 1440, 2592]","[50, 75, 113]","[10, 15, 23]",0,0.2,40,40,0,0,
9,"[5, 14, 44]",Aatrox,"['Darkin', 'Juggernaut', 'Slayer']","[1100, 1980, 3564.0000000000005]","[80, 120, 180]","[64, 96, 144]",1,0.8,70,70,0,50,"[275, 275, 2500]"
9,"[5, 14, 44]",Ahri,"['Ionia', 'Sorcerer']","[850, 1530, 2754]","[50, 75, 113]","[43, 64, 96]",4,0.85,40,40,0,50,"[90, 135, 1000]"
9,"[3, 8, 26]",Akshan,"['Shurima', 'Deadeye']","[700, 1260, 2268]","[60, 90, 135]","[45, 68, 101]",4,0.75,25,25,30,110,"[125, 20, 35, 60]"
9,"[4, 11, 35]",Aphelios,"['Targon', 'Deadeye']","[750, 1350, 2430]","[65, 98, 146]","[52, 78, 117]",4,0.8,30,30,70,140,"[200, 200, 550]"
9,"[2, 5, 17]",Ashe,"['Freljord', 'Deadeye']","[600, 1080, 1944.0000000000002]","[50, 75, 113]","[38, 56, 85]",4,0.75,20,20,20,70,"[160, 160, 170]"
9,"[4, 11, 35]",Azir,"['Shurima', 'Strategist']","[750, 1350, 2430]","[40, 60, 90]","[30, 45, 68]",4,0.75,30,30,40,50,"[105, 160, 550]"
9,"[0, -1, -1]",BaronNashor,[],"[1250, 2250, 4050.0000000000005]","[400, 600, 900]","[280, 420, 630]",7,0.7,150,150,0,2,[60]
9,"[5, 14, 44]",Belveth,"['Void', 'Empress']","[1100, 1980, 3564.0000000000005]","[80, 120, 180]","[68, 102, 153]",2,0.85,50,50,20,70,"[6, 6, 30]"
9,"[1, 3, 9]",Cassiopeia,"['Noxus', 'Shurima', 'Invoker']","[500, 900, 1620]","[40, 60, 90]","[28, 42, 63]",4,0.7,20,20,0,30,"[170, 255, 385]"
9,"[1, 3, 9]",Chogath,"['Void', 'Bruiser']","[700, 1260, 2268]","[50, 75, 113]","[25, 38, 57]",1,0.5,30,30,30,90,"[30, 35, 40]"
9,"[3, 8, 26]",Darius,"['Noxus', 'Juggernaut']","[750, 1350, 2430]","[70, 105, 158]","[53, 79, 119]",1,0.75,50,50,30,90,"[350, 100, 120, 150]"
9,"[3, 8, 26]",Ekko,"['Piltover', 'Zaun', 'Rogue']","[800, 1440, 2592]","[50, 75, 113]","[40, 60, 90]",1,0.8,40,40,0,45,"[290, 435, 710]"
9,"[2, 5, 17]",Galio,"['Demacia', 'Invoker']","[800, 1440, 2592]","[70, 105, 158]","[35, 53, 79]",1,0.5,45,45,60,120,"[25, 25, 35]"
9,"[3, 8, 26]",Garen,"['Demacia', 'Juggernaut']","[850, 1530, 2754]","[70, 105, 158]","[53, 79, 119]",1,0.75,45,45,0,80,"[80, 82, 85]"
9,"[4, 11, 35]",Gwen,"['ShadowIsles', 'Slayer']","[1000, 1800, 3240]","[55, 83, 124]","[44, 66, 99]",2,0.8,50,50,0,35,"[100, 150, 400]"
9,"[5, 14, 44]",Heimerdinger,"['Piltover', 'Yordle', 'Technogenius']","[750, 1350, 2430]","[40, 60, 90]","[30, 45, 68]",4,0.75,30,30,80,160,"[150, 225, 3141]"
9,"[0, -1, -1]",ApexTurret,[],"[800, 1440, 2592]","[40, 60, 90]","[30, 45, 68]",10,0.75,60,60,0,100,"[185, 275, 4000]"
9,"[1, 3, 9]",Irelia,"['Ionia', 'Challenger']","[700, 1260, 2268]","[50, 75, 113]","[33, 49, 73]",1,0.65,40,40,40,80,"[350, 400, 450]"
9,"[4, 11, 35]",JarvanIV,"['Demacia', 'Strategist']","[1000, 1800, 3240]","[60, 90, 135]","[39, 59, 88]",1,0.65,60,60,100,180,"[140, 210, 800]"
9,"[3, 8, 26]",Jayce,"['Piltover', 'Gunner']","[700, 1260, 2268]","[65, 98, 146]","[49, 74, 110]",4,0.75,25,25,40,120,"[240, 240, 250]"
9,"[1, 3, 9]",Jhin,"['Ionia', 'Deadeye']","[504, 907.2, 1632.96]","[54, 81, 122]","[38, 57, 85]",3,0.7,14,14,44,144,"[744, 60, 90, 135]"
9,"[2, 5, 17]",Jinx,"['Zaun', 'Gunner']","[600, 1080, 1944.0000000000002]","[55, 83, 124]","[41, 62, 93]",4,0.75,20,20,0,75,"[150, 150, 160]"
9,"[4, 11, 35]",Kaisa,"['Void', 'Challenger']","[850, 1530, 2754]","[45, 68, 101]","[36, 54, 81]",4,0.8,35,35,30,125,"[15, 15, 25]"
9,"[3, 8, 26]",Kalista,"['ShadowIsles', 'Challenger']","[650, 1170, 2106]","[45, 68, 101]","[38, 58, 86]",4,0.85,25,25,0,80,"[18, 27, 45]"
9,"[3, 8, 26]",Karma,"['Ionia', 'Invoker']","[700, 1260, 2268]","[45, 68, 101]","[31, 48, 71]",4,0.7,25,25,0,50,"[170, 255, 420]"
9,"[2, 5, 17]",Kassadin,"['Void', 'Bastion']","[800, 1440, 2592]","[50, 75, 113]","[35, 53, 79]",1,0.7,45,45,50,100,"[250, 300, 400]"
9,"[3, 8, 26]",Katarina,"['Noxus', 'Rogue']","[800, 1440, 2592]","[50, 75, 113]","[38, 56, 85]",1,0.75,40,40,20,80,"[130, 195, 320]"
9,"[1, 3, 9]",Kayle,"['Demacia', 'Slayer']","[500, 900, 1620]","[30, 45, 68]","[23, 34, 51]",4,0.75,15,15,0,0,"[35, 50, 75]"
9,"[2, 5, 17]",Kled,"['Noxus', 'Yordle', 'Slayer']","[550, 990, 1782.0000000000002]","[58, 87, 131]","[44, 65, 98]",1,0.75,40,40,0,175,"[65, 70, 75, 80]"
9,"[5, 14, 44]",KSante,"['Shurima', 'Bastion']","[1000, 1800, 3240]","[60, 90, 135]","[42, 63, 95]",1,0.7,60,60,0,60,"[250, 400, 1000]"
9,"[3, 8, 26]",Lissandra,"['Freljord', 'Invoker']","[800, 1440, 2592]","[50, 75, 113]","[35, 53, 79]",2,0.7,40,40,30,90,"[160, 240, 400]"
9,"[4, 11, 35]",Lux,"['Demacia', 'Sorcerer']","[750, 1350, 2430]","[45, 68, 101]","[31, 48, 71]",4,0.7,30,30,0,40,"[735, 1100, 2750]"
9,"[1, 3, 9]",Malzahar,"['Void', 'Sorcerer']","[500, 900, 1620]","[40, 60, 90]","[28, 42, 63]",4,0.7,15,15,0,50,"[205, 310, 460]"
9,"[1, 3, 9]",Maokai,"['ShadowIsles', 'Bastion']","[700, 1260, 2268]","[60, 90, 135]","[30, 45, 68]",1,0.5,40,40,50,125,"[220, 260, 300]"
9,"[4, 11, 35]",Nasus,"['Shurima', 'Juggernaut']","[1000, 1800, 3240]","[60, 90, 135]","[36, 54, 81]",1,0.6,60,60,70,150,"[5, 5, 15]"
9,"[1, 3, 9]",Orianna,"['Piltover', 'Sorcerer']","[500, 900, 1620]","[40, 60, 90]","[28, 42, 63]",4,0.7,15,15,50,100,"[225, 250, 325]"
9,"[1, 3, 9]",Poppy,"['Demacia', 'Yordle', 'Bastion']","[600, 1080, 1944.0000000000002]","[45, 68, 101]","[25, 37, 56]",1,0.55,40,40,90,150,"[310, 330, 350, 350]"
9,"[3, 8, 26]",RekSai,"['Void', 'Bruiser']","[800, 1440, 2592]","[65, 98, 146]","[46, 69, 102]",1,0.7,40,40,30,75,"[315, 315, 315]"
9,"[1, 3, 9]",Renekton,"['Shurima', 'Bruiser']","[650, 1170, 2106]","[50, 75, 113]","[30, 45, 68]",1,0.6,45,45,50,110,"[180, 270, 400]"
9,"[0, -1, -1]",RiftHerald,[],"[1050, 1890, 3402]","[250, 375, 563]","[150, 225, 338]",1,0.6,100,100,80,120,[240]
9,"[5, 14, 44]",Ryze,"['Wanderer', 'Invoker']","[1111, 1999.8, 3599.6400000000003]","[50, 75, 113]","[43, 64, 96]",4,0.85,30,30,0,99,
9,"[5, 14, 44]",RyzeBandleCity,"['Wanderer', 'Invoker']","[1111, 1999.8, 3599.6400000000003]","[50, 75, 113]","[43, 64, 96]",4,0.85,30,30,30,75,"[25, 70, 200]"
9,"[5, 14, 44]",RyzeDemacia,"['Wanderer', 'Invoker']","[1111, 1999.8, 3599.6400000000003]","[50, 75, 113]","[43, 64, 96]",4,0.85,30,30,50,110,"[600, 900, 9999]"
9,"[5, 14, 44]",RyzeFreljord,"['Wanderer', 'Invoker']","[1111, 1999.8, 3599.6400000000003]","[50, 75, 113]","[43, 64, 96]",4,0.85,30,30,30,65,"[300, 450, 3500]"
9,"[5, 14, 44]",RyzeIonia,"['Wanderer', 'Invoker']","[1111, 1999.8, 3599.6400000000003]","[50, 75, 113]","[43, 64, 96]",4,0.85,30,30,50,125,"[5, 7, 20]"
9,"[5, 14, 44]",RyzeNoxus,"['Wanderer', 'Invoker']","[1111, 1999.8, 3599.6400000000003]","[50, 75, 113]","[43, 64, 96]",4,0.85,30,30,70,120,"[3, 4, 10]"
9,"[5, 14, 44]",RyzePiltover,"['Wanderer', 'Invoker']","[1111, 1999.8, 3599.6400000000003]","[50, 75, 113]","[43, 64, 96]",4,0.85,30,30,30,100,"[275, 425, 3000]"
9,"[5, 14, 44]",RyzeShadowIsles,"['Wanderer', 'Invoker']","[1111, 1999.8, 3599.6400000000003]","[50, 75, 113]","[43, 64, 96]",4,0.85,30,30,70,110,"[1, 1, 10]"
9,"[5, 14, 44]",RyzeShurima,"['Wanderer', 'Invoker']","[1111, 1999.8, 3599.6400000000003]","[50, 75, 113]","[43, 64, 96]",4,0.85,30,30,90,150,"[175, 275, 2500]"
9,"[5, 14, 44]",RyzeTargon,"['Wanderer', 'Invoker']","[1111, 1999.8, 3599.6400000000003]","[50, 75, 113]","[43, 64, 96]",4,0.85,30,30,30,100,"[18, 30, 100]"
9,"[5, 14, 44]",RyzeZaun,"['Wanderer', 'Invoker']","[1111, 1999.8, 3599.6400000000003]","[50, 75, 113]","[43, 64, 96]",4,0.85,30,30,40,100,"[5, 8, 25]"
9,"[1, 3, 9]",Samira,"['Noxus', 'Challenger']","[500, 900, 1620]","[50, 75, 113]","[35, 53, 79]",4,0.7,15,15,0,30,"[10, 15, 20]"
9,"[4, 11, 35]",Sejuani,"['Freljord', 'Bruiser']","[1000, 1800, 3240]","[60, 90, 135]","[36, 54, 81]",1,0.6,60,60,60,120,"[160, 240, 1200]"
9,"[5, 14, 44]",Senna,"['ShadowIsles', 'Redeemer', 'Gunner']","[900, 1620, 2916]","[65, 98, 146]","[52, 78, 117]",4,0.8,30,30,75,100,"[230, 250, 2000]"
9,"[2, 5, 17]",Sett,"['Ionia', 'Juggernaut']","[800, 1440, 2592]","[60, 90, 135]","[36, 54, 81]",1,0.6,50,50,40,90,"[180, 270, 420]"
9,"[4, 11, 35]",Shen,"['Ionia', 'Bastion', 'Invoker']","[1000, 1800, 3240]","[60, 90, 135]","[36, 54, 81]",1,0.6,60,60,70,140,"[400, 500, 2000]"
9,"[5, 14, 44]",Sion,"['Noxus', 'Bruiser']","[1000, 1800, 3240]","[70, 105, 158]","[42, 63, 95]",1,0.6,60,60,70,160,"[20, 13, 0]"
9,"[3, 8, 26]",Sona,"['Demacia', 'Multicaster']","[700, 1260, 2268]","[40, 60, 90]","[26, 39, 59]",4,0.65,25,25,40,90,"[105, 155, 255]"
9,"[2, 5, 17]",Soraka,"['Targon', 'Invoker']","[700, 1260, 2268]","[55, 83, 124]","[36, 54, 81]",4,0.65,25,25,30,90,"[170, 190, 220]"
9,"[2, 5, 17]",Swain,"['Noxus', 'Sorcerer', 'Strategist']","[800, 1440, 2592]","[45, 68, 101]","[29, 44, 66]",2,0.65,50,50,20,70,"[375, 450, 650]"
9,"[2, 5, 17]",Taliyah,"['Shurima', 'Multicaster']","[550, 990, 1782.0000000000002]","[40, 60, 90]","[28, 42, 63]",4,0.7,20,20,0,60,"[160, 240, 370]"
9,"[3, 8, 26]",Taric,"['Targon', 'Sorcerer', 'Bastion']","[800, 1440, 2592]","[60, 90, 135]","[36, 54, 81]",1,0.6,50,50,0,65,"[550, 650, 750]"
9,"[2, 5, 17]",Teemo,"['Yordle', 'Multicaster', 'Strategist']","[500, 900, 1620]","[40, 60, 90]","[28, 42, 63]",4,0.7,20,20,0,50,"[260, 390, 585, 585]"
9,"[0, -1, -1]",THex,[],"[100, 180, 324]","[40, 60, 90]","[28, 42, 63]",2,0.7,25,25,0,80,[45]
9,"[1, 3, 9]",Tristana,"['Yordle', 'Gunner']","[400, 720, 1296]","[45, 68, 101]","[31, 48, 71]",4,0.7,15,15,0,40,[70]
9,"[4, 11, 35]",Urgot,"['Zaun', 'Deadeye']","[1000, 1800, 3240]","[75, 113, 169]","[53, 79, 118]",1,0.7,60,60,40,100,"[40, 60, 500]"
9,"[3, 8, 26]",Velkoz,"['Void', 'Sorcerer', 'Multicaster']","[700, 1260, 2268]","[40, 60, 90]","[28, 42, 63]",4,0.7,30,30,0,60,"[230, 345, 560]"
9,"[2, 5, 17]",Vi,"['Piltover', 'Bruiser']","[800, 1440, 2592]","[60, 90, 135]","[36, 54, 81]",1,0.6,50,50,0,80,"[325, 350, 400]"
9,"[1, 3, 9]",Viego,"['ShadowIsles', 'Rogue']","[600, 1080, 1944.0000000000002]","[45, 68, 101]","[34, 51, 76]",1,0.75,30,30,0,50,"[110, 165, 250]"
9,"[0, -1, -1]",VoidRemora,[],"[563, 1013.4, 1824.1200000000001]","[55, 83, 124]","[39, 58, 87]",1,0.7,40,40,70,100,[400]
9,"[2, 5, 17]",Warwick,"['Zaun', 'Challenger', 'Juggernaut']","[800, 1440, 2592]","[40, 60, 90]","[30, 45, 68]",1,0.75,50,50,40,90,"[30, 35, 40]"
9,"[4, 11, 35]",Yasuo,"['Ionia', 'Challenger']","[1000, 1800, 3240]","[75, 113, 169]","[60, 90, 135]",1,0.8,50,50,50,110,"[500, 500, 1500]"
9,"[2, 5, 17]",Zed,"['Ionia', 'Rogue', 'Slayer']","[600, 1080, 1944.0000000000002]","[55, 83, 124]","[39, 58, 87]",1,0.7,35,35,0,70,"[120, 120, 125]"
9,"[4, 11, 35]",Zeri,"['Zaun', 'Gunner']","[750, 1350, 2430]","[65, 98, 146]","[52, 78, 117]",4,0.8,25,25,0,50,"[45, 45, 100]"
10,"[0, -1, -1]",ApexTurret,[],"[800, 1440, 2592]","[40, 60, 90]","[30, 45, 68]",10,0.75,60,60,0,100,"[185, 275, 4000]"
10,"[0, -1, -1]",Set10Dummy,[],"[625, 1125, 2025.0000000000002]","[50, 75, 113]","[10, 15, 23]",0,0.2,30,30,0,0,
10,"[0, -1, -1]",DiscoBall,[],"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0.0,0,0,0,0,
10,"[0, -1, -1]",IllaoiTentacle,[],"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1,0.0,0,0,0,0,
10,"[4, 11, 35]",Ahri,"['KDA', 'Spellweaver']","[700, 1260, 2268]","[40, 60, 90]","[30, 45, 68]",4,0.75,30,30,0,30,"[275, 410, 820]"
10,"[4, 11, 35]",Akali2,"['KDA', 'Breakout', 'Executioner']","[950, 1710, 3078]","[60, 90, 135]","[51, 77, 115]",1,0.85,50,50,10,50,"[190, 190, 380]"
10,"[4, 11, 35]",Akali,"['TrueDamage', 'Breakout', 'Executioner']","[1000, 1800, 3240]","[70, 105, 158]","[63, 95, 142]",1,0.9,65,65,0,60,"[275, 275, 550]"
10,"[3, 8, 26]",Amumu,"['EMO', 'Guardian']","[900, 1620, 2916]","[45, 68, 101]","[29, 44, 66]",1,0.65,55,55,0,45,"[80, 120, 190]"
10,"[1, 3, 9]",Annie,"['EMO', 'Spellweaver']","[450, 810, 1458]","[40, 60, 90]","[26, 39, 59]",4,0.65,20,20,0,50,"[220, 330, 495]"
10,"[2, 5, 17]",Aphelios,"['Heartsteel', 'Rapidfire']","[600, 1080, 1944.0000000000002]","[55, 83, 124]","[41, 62, 93]",4,0.75,20,20,40,110,"[1, 5, 1, 5, 2]"
10,"[2, 5, 17]",Bard,"['Jazz', 'Dazzler']","[550, 990, 1782.0000000000002]","[40, 60, 90]","[28, 42, 63]",4,0.7,20,20,15,60,"[200, 300, 450]"
10,"[4, 11, 35]",Blitzcrank,"['Disco', 'Sentinel']","[1000, 1800, 3240]","[90, 135, 203]","[54, 81, 122]",1,0.6,60,60,50,110,"[100, 150, 1000]"
10,"[4, 11, 35]",Caitlyn,"['8Bit', 'Rapidfire']","[700, 1260, 2268]","[70, 105, 158]","[56, 84, 126]",4,0.8,30,30,0,75,"[360, 360, 750]"
10,"[1, 3, 9]",Corki,"['8Bit', 'BigShot']","[450, 810, 1458]","[50, 75, 113]","[38, 56, 85]",4,0.75,15,15,15,60,[320]
10,"[3, 8, 26]",Ekko,"['TrueDamage', 'Sentinel', 'Spellweaver']","[850, 1530, 2754]","[50, 75, 113]","[33, 49, 73]",1,0.65,40,40,50,125,"[400, 450, 550]"
10,"[1, 3, 9]",Evelynn,"['KDA', 'CrowdDiver']","[650, 1170, 2106]","[45, 68, 101]","[31, 48, 71]",1,0.7,35,35,30,75,"[200, 300, 450]"
10,"[4, 11, 35]",Ezreal,"['Heartsteel', 'BigShot']","[700, 1260, 2268]","[70, 105, 158]","[60, 89, 134]",4,0.85,30,30,0,45,"[370, 370, 740]"
10,"[2, 5, 17]",Garen,"['8Bit', 'Sentinel']","[800, 1440, 2592]","[55, 83, 124]","[39, 58, 87]",1,0.7,45,45,40,80,"[215, 245, 275]"
10,"[2, 5, 17]",Gnar,"['Pentakill', 'Superfan', 'Mosher']","[700, 1260, 2268]","[55, 83, 124]","[41, 62, 93]",2,0.75,45,45,0,70,"[500, 550, 600]"
10,"[2, 5, 17]",Gragas,"['Disco', 'Brawler', 'Spellweaver']","[750, 1350, 2430]","[50, 75, 113]","[30, 45, 68]",1,0.6,45,45,40,80,"[500, 625, 750]"
10,"[5, 14, 44]",Illaoi,"['ILLBEATS', 'Brawler']","[1050, 1890, 3402]","[70, 105, 158]","[56, 84, 126]",1,0.8,70,70,70,150,"[60, 60, 500]"
10,"[2, 5, 17]",Jax,"['EDM', 'Mosher']","[750, 1350, 2430]","[55, 83, 124]","[50, 75, 112]",1,0.9,35,35,50,120,"[240, 360, 560]"
10,"[5, 14, 44]",Jhin,"['Maestro', 'BigShot']","[950, 1710, 3078]","[85, 128, 191]","[72, 109, 162]",4,0.85,40,40,30,50,"[1, 1, 1, 4]"
10,"[1, 3, 9]",Jinx,"['Punk', 'Rapidfire']","[450, 810, 1458]","[50, 75, 113]","[35, 53, 79]",4,0.7,15,15,0,50,[4]
10,"[2, 5, 17]",Kaisa,"['KDA', 'BigShot']","[600, 1080, 1944.0000000000002]","[55, 83, 124]","[41, 62, 93]",5,0.75,20,20,0,30,"[290, 290, 300]"
10,"[4, 11, 35]",Karthus,"['Pentakill', 'Executioner']","[700, 1260, 2268]","[40, 60, 90]","[30, 45, 68]",4,0.75,30,30,15,105,"[160, 240, 540]"
10,"[2, 5, 17]",Katarina,"['Country', 'CrowdDiver']","[650, 1170, 2106]","[40, 60, 90]","[30, 45, 68]",2,0.75,35,35,0,60,"[150, 225, 340]"
10,"[2, 5, 17]",Kayle,"['Pentakill', 'Edgelord']","[550, 990, 1782.0000000000002]","[35, 53, 79]","[26, 40, 59]",4,0.75,20,20,0,120,"[35, 52, 75]"
10,"[5, 14, 44]",Kayn,"['Heartsteel', 'Wildcard', 'Edgelord']","[1200, 2160, 3888.0000000000005]","[75, 113, 169]","[71, 107, 161]",1,0.95,70,70,0,40,"[400, 600, 4000]"
10,"[1, 3, 9]",Kennen,"['TrueDamage', 'Guardian', 'Superfan']","[700, 1260, 2268]","[40, 60, 90]","[24, 36, 54]",2,0.6,40,40,30,90,"[145, 215, 325]"
10,"[1, 3, 9]",KSante,"['Heartsteel', 'Sentinel']","[650, 1170, 2106]","[50, 75, 113]","[30, 45, 68]",1,0.6,40,40,0,40,"[20, 20, 25]"
10,"[1, 3, 9]",Lillia,"['KDA', 'Sentinel', 'Superfan']","[600, 1080, 1944.0000000000002]","[50, 75, 113]","[28, 41, 62]",1,0.55,40,40,60,110,"[180, 270, 400]"
10,"[5, 14, 44]",Lucian,"['Jazz', 'Rapidfire']","[850, 1530, 2754]","[70, 105, 158]","[63, 95, 142]",4,0.9,30,30,50,125,"[3, 5, 20]"
10,"[3, 8, 26]",Lulu,"['Hyperpop', 'Spellweaver']","[650, 1170, 2106]","[40, 60, 90]","[28, 42, 63]",4,0.7,20,20,0,40,"[250, 375, 600]"
10,"[3, 8, 26]",Lux,"['EDM', 'Dazzler']","[700, 1260, 2268]","[40, 60, 90]","[28, 42, 63]",4,0.7,20,20,15,75,"[260, 390, 575]"
10,"[3, 8, 26]",MissFortune,"['Jazz', 'BigShot']","[650, 1170, 2106]","[55, 83, 124]","[41, 62, 93]",4,0.75,20,20,0,60,"[1, 295, 295, 305]"
10,"[3, 8, 26]",Mordekaiser,"['Pentakill', 'Sentinel']","[850, 1530, 2754]","[60, 90, 135]","[39, 59, 88]",1,0.65,55,55,70,120,"[500, 575, 650]"
10,"[1, 3, 9]",Nami,"['Disco', 'Dazzler']","[450, 810, 1458]","[40, 60, 90]","[30, 45, 68]",4,0.75,15,15,15,60,"[300, 450, 675]"
10,"[3, 8, 26]",Neeko,"['KDA', 'Guardian', 'Superfan']","[850, 1530, 2754]","[50, 75, 113]","[30, 45, 68]",1,0.6,50,50,0,90,"[250, 300, 350]"
10,"[1, 3, 9]",Olaf,"['Pentakill', 'Brawler']","[650, 1170, 2106]","[55, 83, 124]","[36, 54, 81]",1,0.65,35,35,0,0,"[20, 25, 30]"
10,"[2, 5, 17]",Pantheon,"['Punk', 'Guardian']","[750, 1350, 2430]","[55, 83, 124]","[33, 50, 74]",1,0.6,45,45,0,60,"[25, 25, 30]"
10,"[4, 11, 35]",Poppy,"['EMO', 'Mosher']","[1000, 1800, 3240]","[60, 90, 135]","[42, 63, 95]",1,0.7,65,65,30,100,"[260, 260, 525]"
10,"[5, 14, 44]",Qiyana,"['TrueDamage', 'CrowdDiver']","[1050, 1890, 3402]","[75, 113, 169]","[68, 102, 152]",1,0.9,60,60,0,40,"[1, 1, 3]"
10,"[3, 8, 26]",Riven,"['8Bit', 'Edgelord']","[800, 1440, 2592]","[60, 90, 135]","[45, 68, 101]",1,0.75,40,40,50,100,"[100, 120, 140]"
10,"[3, 8, 26]",Samira,"['Country', 'Executioner']","[600, 1080, 1944.0000000000002]","[60, 90, 135]","[45, 68, 101]",4,0.75,20,20,0,100,"[300, 300, 310]"
10,"[2, 5, 17]",Senna,"['TrueDamage', 'Rapidfire']","[600, 1080, 1944.0000000000002]","[40, 60, 90]","[28, 42, 63]",4,0.7,20,20,30,90,"[110, 165, 255]"
10,"[2, 5, 17]",Seraphine,"['KDA', 'Spellweaver']","[550, 990, 1782.0000000000002]","[40, 60, 90]","[28, 42, 63]",4,0.7,25,25,0,60,"[140, 210, 315]"
10,"[3, 8, 26]",Sett,"['Heartsteel', 'Brawler', 'Mosher']","[900, 1620, 2916]","[55, 83, 124]","[39, 58, 87]",1,0.7,45,45,30,90,"[375, 425, 475]"
10,"[5, 14, 44]",Sona,"['Mixmaster', 'Spellweaver']","[850, 1530, 2754]","[5, 8, 11]","[4, 7, 9]",10,0.85,40,40,0,170,"[6, 9, 100]"
10,"[1, 3, 9]",TahmKench,"['Country', 'Brawler']","[650, 1170, 2106]","[88, 132, 198]","[48, 73, 109]",1,0.55,40,40,0,0,"[12, 18, 33]"
10,"[1, 3, 9]",Taric,"['Disco', 'Guardian']","[650, 1170, 2106]","[55, 83, 124]","[30, 46, 68]",1,0.55,40,40,50,140,"[240, 290, 330]"
10,"[4, 11, 35]",Thresh,"['Country', 'Guardian']","[1050, 1890, 3402]","[60, 90, 135]","[39, 59, 88]",1,0.65,60,60,70,160,"[150, 225, 1200]"
10,"[4, 11, 35]",TwistedFate,"['Disco', 'Dazzler']","[700, 1260, 2268]","[45, 68, 101]","[34, 51, 76]",4,0.75,30,30,30,105,"[45, 70, 225]"
10,"[2, 5, 17]",Twitch,"['Punk', 'Executioner']","[550, 990, 1782.0000000000002]","[45, 68, 101]","[31, 48, 71]",4,0.7,25,25,20,70,"[2, 35, 50, 80]"
